geo,time,POP,GDP,LEX,world_region,
eth,1916,11208158,,29.95,africa,0
fin,1916,3104743,,47.93,europe,0
fji,1916,148316,,27.03,asia,0
flk,1916,792,,,americas,0
fra,1916,39975434,,39.59,europe,0
fro,1916,25366,,,europe,0
fsm,1916,26538,,26.34,asia,0
gab,1916,357036,,32.23,africa,0
gbm,1916,44293,,,europe,0
gbr,1916,43529628,,47.68,europe,0
geo,1916,2577080,,35.88,europe,0
gha,1916,2198038,,29.54,africa,0
gib,1916,18185,,,europe,0
gin,1916,2288169,,33.96,africa,0
glp,1916,163146,,,americas,0
gmb,1916,210894,,34.82,africa,0
gnb,1916,425309,,30.77,africa,0
gnq,1916,111036,,31.35,africa,0
grc,1916,5526176,,44.31,europe,0
grd,1916,66863,,38.24,americas,0
grl,1916,18213,,32.87,europe,0
gtm,1916,1637885,,25.54,americas,0
guf,1916,19749,,,americas,0
gum,1916,13535,,,asia,0
guy,1916,318024,,33.21,americas,0
hkg,1916,555429,,34.65,asia,0
hnd,1916,722018,,35.33,americas,0
hos,1916,914,,,europe,0
hrv,1916,2857621,,35.99,europe,0
hti,1916,2009623,,28.55,americas,0
hun,1916,7872242,,41.12,europe,0
idn,1916,45496146,,30.36,asia,0
ind,1916,261726671,,24.15,asia,0
irl,1916,3015758,,55.17,europe,0
irn,1916,11190600,,26.69,asia,0
irq,1916,2772473,,31.79,asia,0
isl,1916,114019,,54.57,europe,0
isr,1916,426068,,31.67,asia,0
ita,1916,38010752,,39.24,europe,0
jam,1916,843691,,35.73,americas,0
jor,1916,366718,,32.19,asia,0
jpn,1916,53886854,,41.19,asia,0
kaz,1916,4895513,,31.28,asia,0
ken,1916,2646947,,26.78,africa,0
kgz,1916,1273508,,28.54,asia,0
khm,1916,3203085,,36.17,asia,0
kir,1916,29699,,25.67,asia,0
kna,1916,35659,,,americas,0
kor,1916,11101554,,26.64,asia,0
kwt,1916,104808,,26.68,asia,0
lao,1916,1399944,,30.6,asia,0
lbn,1916,642111,,29.81,asia,0
lbr,1916,701791,,34.12,africa,0
lby,1916,947939,,35.83,africa,0
lca,1916,50943,,28.56,americas,0
lie,1916,10952,,,europe,0
lka,1916,4942444,,32.94,asia,0
lso,1916,567249,,34.89,africa,0
ltu,1916,1884419,,39.41,europe,0
lux,1916,237442,,50.27,europe,0
lva,1916,1412891,,40.06,europe,0
mac,1916,79036,,34.79,asia,0
mar,1916,5352794,,33.89,africa,0
mco,1916,15697,,,europe,0
mda,1916,1710557,,32.56,europe,0
mdg,1916,3223641,,32.38,africa,0
mdv,1916,66051,,30.94,asia,0
mex,1916,15109811,,30.18,americas,0
mhl,1916,10504,,,asia,0
mkd,1916,923474,,36.39,europe,0
mli,1916,3440626,,29.2,africa,0
mlt,1916,250458,,49.17,europe,0
mmr,1916,12581019,,30.09,asia,0
mne,1916,292550,,36.03,europe,0
mng,1916,725613,,31.58,asia,0
mnp,1916,5763,,,asia,0
moz,1916,4579944,,33.23,africa,0
mrt,1916,569840,,33.53,africa,0
msr,1916,11792,,,americas,0
mtq,1916,171995,,,americas,0
mus,1916,372508,,32.05,africa,0
mwi,1916,1125165,,31.28,africa,0
mys,1916,3253552,,30.63,asia,0
myt,1916,12758,,,africa,0
nam,1916,232953,,34.03,africa,0
ncl,1916,52981,,,asia,0
ner,1916,2123412,,33.65,africa,0
nga,1916,18346751,,35.35,africa,0
nic,1916,720464,,26.43,americas,0
niu,1916,4605,,,asia,0
nld,1916,6520435,,56.2,europe,0
nor,1916,2523001,,57.23,europe,0
npl,1916,5977494,,35.13,asia,0
nru,1916,2581,,,asia,0
nzl,1916,1152441,,54.65,asia,0
omn,1916,442765,,32.41,asia,0
pak,1916,20628803,,25.02,asia,0
pan,1916,402285,,33.75,americas,0
per,1916,4504439,,33.9,americas,0
phl,1916,8718135,,31.41,asia,0
plw,1916,6269,,,asia,0
png,1916,1349694,,34.02,asia,0
pol,1916,25451181,,45.26,europe,0
pri,1916,1240672,,38.44,americas,0
prk,1916,5674767,,28.05,asia,0
prt,1916,6013512,,35.65,europe,0
pry,1916,646933,,36.51,americas,0
pse,1916,344555,,33.87,asia,0
pyf,1916,33253,,,asia,0
qat,1916,17865,,30.6,asia,0
reu,1916,189482,,,africa,0
rou,1916,12372604,,35.76,europe,0
rus,1916,75061464,,31.39,europe,0
rwa,1916,1759120,,26.59,africa,0
sau,1916,2692462,,35.42,asia,0
sdn,1916,4916302,,31.49,africa,0
sen,1916,1970349,,27.66,africa,0
sgp,1916,350352,,34.14,asia,0
shn,1916,3589,,,africa,0
slb,1916,73968,,25.17,asia,0
sle,1916,1621212,,28.77,africa,0
slv,1916,1076187,,29.25,americas,0
smr,1916,10233,,,europe,0
som,1916,1819089,,32.32,africa,0
spm,1916,3573,,,americas,0
srb,1916,4981266,,21.32,europe,0
ssd,1916,2202527,,31.23,africa,0
stp,1916,46886,,31.67,africa,0
sur,1916,164882,,33.21,americas,0
svk,1916,3023250,,42.73,europe,0
svn,1916,1092644,,36.26,europe,0
swe,1916,5756069,,58.16,europe,0
swz,1916,113503,,33.31,africa,0
syc,1916,23980,,48.97,africa,0
syr,1916,2076131,,32.45,asia,0
tca,1916,5527,,,americas,0
tcd,1916,1483953,,33.6,africa,0
tgo,1916,1031023,,32.94,africa,0
tha,1916,9297870,,31.07,asia,0
tjk,1916,1114784,,28.19,asia,0
tkl,1916,577,,,asia,0
tkm,1916,884855,,26.71,asia,0
tls,1916,393817,,30.42,asia,0
ton,1916,23863,,28.32,asia,0
tto,1916,374468,,38.91,americas,0
tun,1916,2009583,,30.46,africa,0
tur,1916,14765440,,19.8,europe,0
tuv,1916,4265,,,asia,0
twn,1916,3491669,,30.06,asia,0
tza,1916,4194860,,33.96,africa,0
uga,1916,2872934,,25.66,africa,0
ukr,1916,27190205,,34.58,europe,0
ury,1916,1274236,,32.89,americas,0
usa,1916,104282472,,54.18,americas,0
uzb,1916,4566774,,31.82,asia,0
vct,1916,43034,,25.93,americas,0
ven,1916,3162586,,32.64,americas,0
vgb,1916,5388,,,americas,0
vir,1916,26065,,,americas,0
vnm,1916,17476556,,30.58,asia,0
vut,1916,41121,,25.28,asia,0
wlf,1916,5919,,,asia,0
wsm,1916,37128,,27.6,asia,0
yem,1916,3414945,,23.6,asia,0
zaf,1916,6537056,,34.78,africa,0
zmb,1916,889447,,34.62,africa,0
zwe,1916,2138419,,34.46,africa,0
abw,1918,32202,,22.32,americas,0
afg,1918,5704092,,7.89,asia,0
ago,1918,3487015,,12.01,africa,0
aia,1918,4036,,,americas,0
alb,1918,953764,,19.49,europe,0
and,1918,4909,,,europe,0
ant,1918,22.32,,,americas,0
are,1918,53790,,26.17,asia,0
arg,1918,8530833,,41.43,americas,0
arm,1918,1006536,,26.14,europe,0
asm,1918,7943,,,asia,0
atg,1918,30391,,21.9,americas,0
aus,1918,5066003,,54.95,asia,0
aut,1918,6643721,,32.41,europe,0
aze,1918,2173230,,21.38,europe,0
bdi,1918,1795669,,12.29,africa,0
bel,1918,7673616,,34.94,europe,0
ben,1918,1656525,,12.65,africa,0
bfa,1918,3392487,,12.02,africa,0
bgd,1918,32243650,,12.58,asia,0
bgr,1918,4974596,,33.67,europe,0
bhr,1918,85748,,25.37,asia,0
bhs,1918,54025,,22.63,americas,0
bih,1918,2001544,,19.3,europe,0
blr,1918,5802333,,31.07,europe,0
blz,1918,43524,,27.09,americas,0
bmu,1918,19710,,,americas,0
bol,1918,2255850,,30.52,americas,0
bra,1918,26528965,,27.54,americas,0
brb,1918,161284,,21.46,americas,0
brn,1918,24627,,27.38,asia,0
btn,1918,149983,,21.29,asia,0
bwa,1918,146397,,11.08,africa,0
caf,1918,771180,,12.44,africa,0
can,1918,8371555,,47.2,americas,0
chanisl,1918,83021,,,europe,0
che,1918,3870678,,46.26,europe,0
chl,1918,3698061,,28.58,americas,0
chn,1918,462444535,,22.13,asia,0
civ,1918,2100551,,13.02,africa,0
cmr,1918,2402322,,5.99,africa,0
cod,1918,9815443,,9.68,africa,0
cog,1918,652982,,12.13,africa,0
cok,1918,9051,,,asia,0
col,1918,6075603,,29.41,americas,0
com,1918,123277,,12.84,africa,0
cpv,1918,133198,,13.71,africa,0
cri,1918,406982,,31.51,americas,0
cub,1918,2894520,,24.18,americas,0
cym,1918,5422,,,americas,0
cyp,1918,300440,,25.77,europe,0
cze,1918,7904588,,35.77,europe,0
deu,1918,65348955,,32.92,europe,0
dji,1918,48237,,12.76,africa,0
dma,1918,36118,,,americas,0
dnk,1918,3165276,,56.24,europe,0
dom,1918,861970,,20.42,americas,0
dza,1918,5913223,,23.56,africa,0
ecu,1918,1838341,,30.36,americas,0
egy,1918,12592508,,25.1,africa,0
eri,1918,747181,,12.35,africa,0
esh,1918,8836,,,africa,0
esp,1918,21013557,,30.22,europe,0
est,1918,820250,,34.96,europe,0
eth,1918,11526529,,11.59,africa,0
fin,1918,3122755,,32.64,europe,0
fji,1918,151755,,6.87,asia,0
flk,1918,843,,,americas,0
fra,1918,38932953,,34.41,europe,0
fro,1918,25699,,,europe,0
fsm,1918,26809,,8.55,asia,0
gab,1918,363097,,12.49,africa,0
gbm,1918,44879,,,europe,0
gbr,1918,43596369,,40.39,europe,0
geo,1918,2624662,,24.44,europe,0
gha,1918,2306530,,9.98,africa,0
gib,1918,18404,,,europe,0
gin,1918,2328804,,13.2,africa,0
glp,1918,165560,,,americas,0
gmb,1918,214053,,13.91,africa,0
gnb,1918,431130,,11.88,africa,0
gnq,1918,111781,,12.14,africa,0
grc,1918,5604813,,24.48,europe,0
grd,1918,66666,,24.83,americas,0
grl,1918,18460,,28.89,europe,0
gtm,1918,1672213,,9.58,americas,0
guf,1918,20037,,,americas,0
gum,1918,13962,,,asia,0
guy,1918,322399,,29.69,americas,0
hkg,1918,602920,,22.19,asia,0
hnd,1918,740308,,31.29,americas,0
hos,1918,914,,,europe,0
hrv,1918,2908330,,13.98,europe,0
hti,1918,2077578,,18.5,americas,0
hun,1918,7903494,,30.09,europe,0
idn,1918,46209754,,14.21,asia,0
ind,1918,264771644,,8.12,asia,0
irl,1918,3034544,,49.77,europe,0
irn,1918,11470006,,22.16,asia,0
irq,1918,2892257,,26.38,asia,0
isl,1918,115504,,51.11,europe,0
isr,1918,417622,,26.25,asia,0
ita,1918,37559464,,25.6,europe,0
jam,1918,848676,,26.5,americas,0
jor,1918,371915,,26.7,asia,0
jpn,1918,54956379,,32.75,asia,0
kaz,1918,4985719,,18.17,asia,0
ken,1918,2647684,,6.33,africa,0
kgz,1918,1296982,,15.63,asia,0
khm,1918,3264291,,23.21,asia,0
kir,1918,29934,,25.71,asia,0
kna,1918,36204,,,americas,0
kor,1918,11459856,,17.14,asia,0
kwt,1918,107016,,22.13,asia,0
lao,1918,1414563,,19.57,asia,0
lbn,1918,669917,,24.72,asia,0
lbr,1918,713531,,13.25,africa,0
lby,1918,958254,,27.51,africa,0
lca,1918,51557,,18.53,americas,0
lie,1918,11098,,,europe,0
lka,1918,5078655,,28.36,asia,0
lso,1918,575824,,13.53,africa,0
ltu,1918,1919380,,34.5,europe,0
lux,1918,240554,,42.46,europe,0
lva,1918,1438946,,35.47,europe,0
mac,1918,80617,,22.3,asia,0
mar,1918,5517517,,25.96,africa,0
mco,1918,15927,,,europe,0
mda,1918,1742100,,30.63,europe,0
mdg,1918,3267748,,13.53,africa,0
mdv,1918,65630,,10.02,asia,0
mex,1918,15091297,,18.3,americas,0
mhl,1918,10634,,,asia,0
mkd,1918,939985,,19.97,europe,0
mli,1918,3504975,,11.33,africa,0
mlt,1918,253737,,46.81,europe,0
mmr,1918,12770262,,17.7,asia,0
mne,1918,297730,,19.79,europe,0
mng,1918,728459,,20.23,asia,0
mnp,1918,5828,,,asia,0
moz,1918,4657456,,12.9,africa,0
mrt,1918,574594,,13,africa,0
msr,1918,11790,,,americas,0
mtq,1918,174582,,,americas,0
mus,1918,373911,,29.01,africa,0
mwi,1918,1174949,,12.12,africa,0
mys,1918,3385625,,19.63,asia,0
myt,1918,12877,,,africa,0
nam,1918,232992,,13.19,africa,0
ncl,1918,53631,,,asia,0
ner,1918,2146454,,13.06,africa,0
nga,1918,18505321,,16.8,africa,0
nic,1918,742019,,23.21,americas,0
niu,1918,4609,,,asia,0
nld,1918,6735715,,47.65,europe,0
nor,1918,2576646,,50.28,europe,0
npl,1918,6102628,,22.58,asia,0
nru,1918,2599,,,asia,0
nzl,1918,1167095,,47.08,asia,0
omn,1918,443403,,26.87,asia,0
pak,1918,20971041,,8.47,asia,0
pan,1918,442613,,30.04,americas,0
per,1918,4619338,,29.9,americas,0
phl,1918,9057743,,26.04,asia,0
plw,1918,6332,,,asia,0
png,1918,1366451,,34.13,asia,0
pol,1918,24675096,,38.63,europe,0
pri,1918,1278557,,24.95,americas,0
prk,1918,5894760,,18.08,asia,0
prt,1918,6030401,,20.42,europe,0
pry,1918,677845,,32.31,americas,0
pse,1918,337803,,28.14,asia,0
pyf,1918,33720,,,asia,0
qat,1918,18185,,25.36,asia,0
reu,1918,192349,,,africa,0
rou,1918,12318807,,26.5,europe,0
rus,1918,76453419,,22.92,europe,0
rwa,1918,1781797,,12.59,africa,0
sau,1918,2714784,,29.48,asia,0
sdn,1918,4946269,,12.18,africa,0
sen,1918,1997453,,13.11,africa,0
sgp,1918,369665,,21.88,asia,0
shn,1918,3629,,,africa,0
slb,1918,74497,,24.58,asia,0
sle,1918,1644192,,13.67,africa,0
slv,1918,1122936,,25.88,americas,0
smr,1918,10367,,,europe,0
som,1918,1842007,,17.11,africa,0
spm,1918,3625,,,americas,0
srb,1918,5069492,,10.06,europe,0
ssd,1918,2228171,,12.15,africa,0
stp,1918,47595,,12.26,africa,0
sur,1918,167371,,29.37,americas,0
svk,1918,3045213,,31.88,europe,0
svn,1918,1112031,,19.9,europe,0
swe,1918,5819451,,49.76,europe,0
swz,1918,114350,,12.9,africa,0
syc,1918,24384,,49.5,africa,0
syr,1918,2137270,,26.95,asia,0
tca,1918,5507,,,americas,0
tcd,1918,1484478,,19.75,africa,0
tgo,1918,1049230,,12.76,africa,0
tha,1918,9632273,,19.93,asia,0
tjk,1918,1135276,,15.55,asia,0
tkl,1918,613,,,asia,0
tkm,1918,901234,,13.96,asia,0
tls,1918,402582,,9.9,asia,0
ton,1918,24263,,5.87,asia,0
tto,1918,385416,,25.23,americas,0
tun,1918,2080210,,23.37,africa,0
tur,1918,14538524,,19.9,europe,0
tuv,1918,4313,,,asia,0
twn,1918,3557157,,26.15,asia,0
tza,1918,4224153,,13.16,africa,0
uga,1918,2888439,,9.93,africa,0
ukr,1918,27697025,,28.64,europe,0
ury,1918,1321820,,30.59,americas,0
usa,1918,106721812,,47.18,americas,0
uzb,1918,4650622,,18.79,asia,0
vct,1918,43437,,16.81,americas,0
ven,1918,3195173,,29.56,americas,0
vgb,1918,5289,,,americas,0
vir,1918,25571,,,americas,0
vnm,1918,17813304,,19.56,asia,0
vut,1918,41461,,25.33,asia,0
wlf,1918,5976,,,asia,0
wsm,1918,36730,,1.09,asia,0
yem,1918,3466350,,19.57,asia,0
zaf,1918,6825351,,11.51,africa,0
zmb,1918,921924,,13.42,africa,0
zwe,1918,2169003,,17.43,africa,0
abw,1920,32541,,34.42,americas,0
afg,1920,5813814,,30.34,asia,0
ago,1920,3537908,,31.24,africa,0
aia,1920,4094,,,americas,0
alb,1920,963958,,35.52,europe,0
and,1920,4973,,,europe,0
ant,1920,34.41,,,americas,0
are,1920,54702,,31.6,asia,0
arg,1920,8884894,,49.79,americas,0
arm,1920,1025073,,27.07,europe,0
asm,1920,8174,,,asia,0
atg,1920,30002,,33.78,americas,0
aus,1920,5345426,,60.68,asia,0
aut,1920,6459395,,50.19,europe,0
aze,1920,2213424,,29.12,europe,0
bdi,1920,1823649,,31.81,africa,0
bel,1920,7562598,,53.65,europe,0
ben,1920,1689077,,32.77,africa,0
bfa,1920,3442164,,31.17,africa,0
bgd,1920,32566952,,22.97,asia,0
bgr,1920,5085764,,44.31,europe,0
bhr,1920,87362,,30.61,asia,0
bhs,1920,53434,,34.88,americas,0
bih,1920,2036933,,35.17,europe,0
blr,1920,5909582,,30.12,europe,0
blz,1920,44561,,32.35,americas,0
bmu,1920,19913,,,americas,0
bol,1920,2333953,,34.59,americas,0
bra,1920,27660864,,32.67,americas,0
brb,1920,158368,,33.14,americas,0
brn,1920,25463,,35.09,asia,0
btn,1920,151436,,33.41,asia,0
bwa,1920,152436,,34.14,africa,0
caf,1920,778576,,32.26,africa,0
can,1920,8761911,,56.61,americas,0
chanisl,1920,84108,,,europe,0
che,1920,3865688,,54.33,europe,0
chl,1920,3788242,,32.2,americas,0
chn,1920,471515819,,31.59,asia,0
civ,1920,2129255,,33.77,africa,0
cmr,1920,2416623,,30.5,africa,0
cod,1920,9945929,,33.91,africa,0
cog,1920,662528,,31.3,africa,0
cok,1920,9333,,,asia,0
col,1920,6394596,,33.33,americas,0
com,1920,125228,,33.25,africa,0
cpv,1920,135600,,35.53,africa,0
cri,1920,420820,,35.66,americas,0
cub,1920,3067114,,37.97,americas,0
cym,1920,5363,,,americas,0
cyp,1920,308148,,47.21,europe,0
cze,1920,7962646,,49.97,europe,0
deu,1920,62437802,,53.47,europe,0
dji,1920,48984,,33.13,africa,0
dma,1920,36734,,,americas,0
dnk,1920,3242599,,57.54,europe,0
dom,1920,906437,,31.56,americas,0
dza,1920,6063800,,29.44,africa,0
ecu,1920,1869329,,34.41,americas,0
egy,1920,12987845,,32.8,africa,0
eri,1920,767180,,31.99,africa,0
esh,1920,9056,,,africa,0
esp,1920,21308440,,39.22,europe,0
est,1920,835436,,46.3,europe,0
eth,1920,11856154,,29.97,africa,0
fin,1920,3140760,,47.44,europe,0
fji,1920,155274,,27.11,asia,0
flk,1920,898,,,americas,0
fra,1920,39069935,,51.71,europe,0
fro,1920,26035,,,europe,0
fsm,1920,27085,,26.31,asia,0
gab,1920,369217,,32.37,africa,0
gbm,1920,45472,,,europe,0
gbr,1920,43825722,,56.54,europe,0
geo,1920,2673187,,36.13,europe,0
gha,1920,2420361,,29.67,africa,0
gib,1920,18611,,,europe,0
gin,1920,2370209,,34.29,africa,0
glp,1920,168013,,,americas,0
gmb,1920,217258,,35.34,africa,0
gnb,1920,436906,,30.66,africa,0
gnq,1920,113670,,31.48,africa,0
grc,1920,5716843,,45.45,europe,0
grd,1920,66466,,38.32,americas,0
grl,1920,18710,,33.67,europe,0
gtm,1920,1706762,,25.51,americas,0
guf,1920,20330,,,americas,0
gum,1920,14474,,,asia,0
guy,1920,326872,,34.66,americas,0
hkg,1920,637575,,34.63,asia,0
hnd,1920,762795,,35.46,americas,0
hos,1920,914,,,europe,0
hrv,1920,2959918,,35.98,europe,0
hti,1920,2144977,,28.51,americas,0
hun,1920,7956033,,42.03,europe,0
idn,1920,47287778,,30.39,asia,0
ind,1920,267795298,,24.76,asia,0
irl,1920,3071970,,56.19,europe,0
irn,1920,11758742,,26.78,asia,0
irq,1920,3017351,,31.84,asia,0
isl,1920,117015,,54.63,europe,0
isr,1920,430747,,31.64,asia,0
ita,1920,37422219,,45.47,europe,0
jam,1920,854669,,35.54,americas,0
jor,1920,377067,,32.23,asia,0
jpn,1920,55953151,,42.1,asia,0
kaz,1920,5077756,,19.15,asia,0
ken,1920,2647684,,26.9,africa,0
kgz,1920,1320907,,16.58,asia,0
khm,1920,3326192,,36.27,asia,0
kir,1920,30109,,25.74,asia,0
kna,1920,36756,,,americas,0
kor,1920,11839704,,28.19,asia,0
kwt,1920,109287,,26.74,asia,0
lao,1920,1429427,,30.49,asia,0
lbn,1920,699481,,29.82,asia,0
lbr,1920,725338,,34.38,africa,0
lby,1920,967862,,36.07,africa,0
lca,1920,52173,,28.6,americas,0
lie,1920,11247,,,europe,0
lka,1920,5212844,,31.28,asia,0
lso,1920,584542,,35.07,africa,0
ltu,1920,1954936,,43.01,europe,0
lux,1920,243705,,54.8,europe,0
lva,1920,1465621,,47.66,europe,0
mac,1920,84533,,34.79,asia,0
mar,1920,5687270,,33.96,africa,0
mco,1920,16160,,,europe,0
mda,1920,1774273,,32.51,europe,0
mdg,1920,3312615,,32.54,africa,0
mdv,1920,65262,,30.79,asia,0
mex,1920,15072753,,31.94,americas,0
mhl,1920,10766,,,asia,0
mkd,1920,956670,,36.41,europe,0
mli,1920,3570026,,29.44,africa,0
mlt,1920,257055,,51.02,europe,0
mmr,1920,12994680,,30.03,asia,0
mne,1920,303030,,36.09,europe,0
mng,1920,731354,,31.56,asia,0
mnp,1920,5895,,,asia,0
moz,1920,4738609,,33.49,africa,0
mrt,1920,579393,,33.66,africa,0
msr,1920,11790,,,americas,0
mtq,1920,177211,,,americas,0
mus,1920,375319,,30.6,africa,0
mwi,1920,1226438,,31.37,africa,0
mys,1920,3525505,,30.64,asia,0
myt,1920,12998,,,africa,0
nam,1920,232992,,34.17,africa,0
ncl,1920,54286,,,asia,0
ner,1920,2169089,,33.9,africa,0
nga,1920,18664137,,35.78,africa,0
nic,1920,759913,,25.64,americas,0
niu,1920,4612,,,asia,0
nld,1920,6856692,,57.89,europe,0
nor,1920,2634631,,58.87,europe,0
npl,1920,6228670,,35.33,asia,0
nru,1920,2618,,,asia,0
nzl,1920,1236395,,56.44,asia,0
omn,1920,444065,,32.42,asia,0
pak,1920,21317680,,26.37,asia,0
pan,1920,479942,,34.62,americas,0
per,1920,4741537,,33.74,americas,0
phl,1920,9410425,,31.46,asia,0
plw,1920,6396,,,asia,0
png,1920,1383726,,34.24,asia,0
pol,1920,24166011,,46.47,europe,0
pri,1920,1319067,,38.56,americas,0
prk,1920,6117874,,29.81,asia,0
prt,1920,6057813,,35.66,europe,0
pry,1920,710010,,36.6,americas,0
pse,1920,348419,,34.03,asia,0
pyf,1920,34196,,,asia,0
qat,1920,18517,,30.58,asia,0
reu,1920,195283,,,africa,0
rou,1920,12320814,,35.77,europe,0
rus,1920,77871987,,20.42,europe,0
rwa,1920,1803944,,32.59,africa,0
sau,1920,2737468,,35.71,asia,0
sdn,1920,4990445,,31.5,africa,0
sen,1920,2024442,,27.88,africa,0
sgp,1920,395975,,34.15,asia,0
shn,1920,3670,,,africa,0
slb,1920,75171,,25.18,asia,0
sle,1920,1666341,,29.09,africa,0
slv,1920,1171634,,29.3,americas,0
smr,1920,10502,,,europe,0
som,1920,1865311,,32.57,africa,0
spm,1920,3678,,,americas,0
srb,1920,5159406,,36.09,europe,0
ssd,1920,2248071,,31.63,africa,0
stp,1920,48311,,31.73,africa,0
sur,1920,169912,,33.24,americas,0
svk,1920,3067471,,43.94,europe,0
svn,1920,1131760,,36.23,europe,0
swe,1920,5870417,,58.75,europe,0
swz,1920,115177,,33.4,africa,0
syc,1920,24794,,50.01,africa,0
syr,1920,2200282,,32.56,asia,0
tca,1920,5487,,,americas,0
tcd,1920,1484478,,33.84,africa,0
tgo,1920,1067806,,33.08,africa,0
tha,1920,10024954,,31.13,asia,0
tjk,1920,1156225,,16.47,asia,0
tkl,1920,650,,,asia,0
tkm,1920,917931,,14.89,asia,0
tls,1920,411563,,30.55,asia,0
ton,1920,24671,,28.33,asia,0
tto,1920,387115,,38.92,americas,0
tun,1920,2152880,,30.61,africa,0
tur,1920,14314005,,30.32,europe,0
tuv,1920,4362,,,asia,0
twn,1920,3639512,,27.66,asia,0
tza,1920,4254100,,34.12,africa,0
uga,1920,2904117,,25.69,africa,0
ukr,1920,28213813,,27.68,europe,0
ury,1920,1377049,,32.89,americas,0
usa,1920,109122856,,55.38,americas,0
uzb,1920,4736612,,19.76,asia,0
vct,1920,43843,,25.93,americas,0
ven,1920,3230455,,32.68,americas,0
vgb,1920,5191,,,americas,0
vir,1920,24922,,,americas,0
vnm,1920,18182470,,30.46,asia,0
vut,1920,41807,,25.37,asia,0
wlf,1920,6035,,,asia,0
wsm,1920,36335,,27.79,asia,0
yem,1920,3517932,,23.62,asia,0
zaf,1920,7126677,,34.89,africa,0
zmb,1920,955696,,34.79,africa,0
zwe,1920,2200197,,34.52,africa,0
abw,1922,32883,,35.25,americas,0
afg,1922,5925647,,30.45,asia,0
ago,1922,3589544,,31.42,africa,0
aia,1922,4153,,,americas,0
alb,1922,974278,,35.52,europe,0
and,1922,5038,,,europe,0
ant,1922,35.24,,,americas,0
are,1922,55629,,31.64,asia,0
arg,1922,9399467,,50.72,americas,0
arm,1922,1043952,,37.65,europe,0
asm,1922,8504,,,asia,0
atg,1922,30214,,34.61,americas,0
aus,1922,5585790,,63.08,asia,0
aut,1922,6524726,,51.31,europe,0
aze,1922,2254362,,32.96,europe,0
bdi,1922,1852065,,24.75,africa,0
bel,1922,7571266,,55.14,europe,0
ben,1922,1722269,,32.84,africa,0
bfa,1922,3492569,,31.25,africa,0
bgd,1922,32893496,,23.26,asia,0
bgr,1922,5261911,,44.46,europe,0
bhr,1922,89006,,30.62,asia,0
bhs,1922,53806,,35.69,americas,0
bih,1922,2072948,,36.26,europe,0
blr,1922,6018813,,34.27,europe,0
blz,1922,45657,,33.49,americas,0
bmu,1922,20708,,,americas,0
bol,1922,2393807,,34.66,americas,0
bra,1922,28814633,,32.7,americas,0
brb,1922,158262,,34.03,americas,0
brn,1922,26265,,36.47,asia,0
btn,1922,152902,,33.59,asia,0
bwa,1922,161442,,34.16,africa,0
caf,1922,786043,,32.35,africa,0
can,1922,9117052,,57.06,americas,0
chanisl,1922,85209,,,europe,0
che,1922,3869347,,58.44,europe,0
chl,1922,3883930,,31.97,americas,0
chn,1922,476033602,,31.57,asia,0
civ,1922,2158351,,33.87,africa,0
cmr,1922,2431009,,30.57,africa,0
cod,1922,10078151,,34,africa,0
cog,1922,672214,,31.25,africa,0
cok,1922,9574,,,asia,0
col,1922,6730395,,33.38,americas,0
com,1922,127209,,33.3,africa,0
cpv,1922,138046,,35.6,africa,0
cri,1922,440826,,37.13,americas,0
cub,1922,3243800,,38.55,americas,0
cym,1922,5391,,,americas,0
cyp,1922,315600,,47.38,europe,0
cze,1922,8021129,,51.11,europe,0
deu,1922,63381462,,55.58,europe,0
dji,1922,49742,,33.26,africa,0
dma,1922,37434,,,americas,0
dnk,1922,3320590,,60.64,europe,0
dom,1922,971085,,31.62,americas,0
dza,1922,6218211,,29.22,africa,0
ecu,1922,1901012,,34.47,americas,0
egy,1922,13395594,,32.79,africa,0
eri,1922,787713,,32.07,africa,0
esh,1922,9281,,,africa,0
esp,1922,21693592,,44.1,europe,0
est,1922,850904,,51.63,europe,0
eth,1922,12195205,,29.98,africa,0
fin,1922,3208443,,51.8,europe,0
fji,1922,159518,,27.15,asia,0
flk,1922,955,,,americas,0
fra,1922,39604499,,55.04,europe,0
fro,1922,26376,,,europe,0
fsm,1922,27365,,26.29,asia,0
gab,1922,375441,,32.44,africa,0
gbm,1922,46073,,,europe,0
gbr,1922,44431070,,57.07,europe,0
geo,1922,2722609,,34.63,europe,0
gha,1922,2539809,,29.74,africa,0
gib,1922,18822,,,europe,0
gin,1922,2412350,,34.46,africa,0
glp,1922,170502,,,americas,0
gmb,1922,220512,,35.6,africa,0
gnb,1922,442760,,30.61,africa,0
gnq,1922,120316,,31.55,africa,0
grc,1922,5896357,,46.04,europe,0
grd,1922,66598,,39.07,americas,0
grl,1922,18963,,34.65,europe,0
gtm,1922,1742735,,25.5,americas,0
guf,1922,20628,,,americas,0
